bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_well,bc2_well,bc3_well,bc1_wind,bc2_wind,bc3_wind
01_13_27,AC161,hg38,11,11,13,A1,B1,C3,1,13,27
01_13_28,AC161,hg38,11,11,13,A1,B1,C4,1,13,28
01_13_31,AC161,hg38,13,13,15,A1,B1,C7,1,13,31
01_13_32,AC161,hg38,12,12,15,A1,B1,C8,1,13,32
01_13_33,AC161,hg38,15,15,22,A1,B1,C9,1,13,33
01_13_34,AC161,hg38,14,14,16,A1,B1,C10,1,13,34
01_13_35,AC161,hg38,13,13,17,A1,B1,C11,1,13,35
01_13_36,AC161,hg38,11,11,18,A1,B1,C12,1,13,36
01_13_38,AC161,hg38,11,11,15,A1,B1,D2,1,13,38
01_13_39,AC161,hg38,13,13,14,A1,B1,D3,1,13,39
01_13_40,AC161,hg38,25,26,28,A1,B1,D4,1,13,40
01_13_41,AC161,hg38,22,22,25,A1,B1,D5,1,13,41
01_13_42,AC161,hg38,12,12,13,A1,B1,D6,1,13,42
01_13_43,AC161,hg38,335,366,457,A1,B1,D7,1,13,43
01_13_44,AC161,hg38,10,10,11,A1,B1,D8,1,13,44
01_13_46,AC161,hg38,13,13,14,A1,B1,D10,1,13,46
01_13_47,AC161,hg38,18,18,20,A1,B1,D11,1,13,47
01_13_48,AC161,hg38,10,10,11,A1,B1,D12,1,13,48
01_13_49,AC161,hg38,12,12,17,A1,B1,E1,1,13,49
01_13_50,AC161,hg38,15,16,16,A1,B1,E2,1,13,50
01_13_51,AC161,hg38,13,13,14,A1,B1,E3,1,13,51
01_13_52,AC161,hg38,15,15,21,A1,B1,E4,1,13,52
01_13_53,AC161,hg38,19,19,21,A1,B1,E5,1,13,53
01_13_54,AC161,hg38,11,12,12,A1,B1,E6,1,13,54
01_13_55,AC161,hg38,10,10,11,A1,B1,E7,1,13,55
01_13_56,AC161,hg38,13,13,17,A1,B1,E8,1,13,56
01_13_58,AC161,hg38,13,13,15,A1,B1,E10,1,13,58
01_13_59,AC161,hg38,8086,33569,42748,A1,B1,E11,1,13,59
01_13_63,AC161,hg38,13,13,16,A1,B1,F3,1,13,63
01_13_64,AC161,hg38,81,84,104,A1,B1,F4,1,13,64
01_13_66,AC161,hg38,10,10,11,A1,B1,F6,1,13,66
01_13_70,AC161,hg38,21,21,31,A1,B1,F10,1,13,70
01_13_73,AC161,hg38,17,17,21,A1,B1,G1,1,13,73
01_13_75,AC161,hg38,11,11,12,A1,B1,G3,1,13,75
01_13_76,AC161,hg38,19,19,21,A1,B1,G4,1,13,76
01_13_77,AC161,hg38,10,10,13,A1,B1,G5,1,13,77
01_13_78,AC161,hg38,116,123,144,A1,B1,G6,1,13,78
01_13_79,AC161,hg38,18,18,26,A1,B1,G7,1,13,79
01_13_81,AC161,hg38,17,19,24,A1,B1,G9,1,13,81
01_13_83,AC161,hg38,10,10,10,A1,B1,G11,1,13,83
01_13_84,AC161,hg38,28,28,36,A1,B1,G12,1,13,84
01_13_85,AC161,hg38,16,16,19,A1,B1,H1,1,13,85
01_13_86,AC161,hg38,17,17,24,A1,B1,H2,1,13,86
01_13_87,AC161,hg38,18,18,27,A1,B1,H3,1,13,87
01_13_89,AC161,hg38,13,13,15,A1,B1,H5,1,13,89
01_14_01,AC161,hg38,49,49,65,A1,B2,A1,1,14,1
01_14_02,AC161,hg38,28,28,31,A1,B2,A2,1,14,2
01_14_03,AC161,hg38,27,28,32,A1,B2,A3,1,14,3
01_14_04,AC161,hg38,7668,32325,41513,A1,B2,A4,1,14,4
01_14_05,AC161,hg38,47,48,60,A1,B2,A5,1,14,5
01_14_06,AC161,hg38,31,32,39,A1,B2,A6,1,14,6
01_14_07,AC161,hg38,26,26,27,A1,B2,A7,1,14,7
01_14_08,AC161,hg38,28,28,34,A1,B2,A8,1,14,8
01_14_09,AC161,hg38,37,38,42,A1,B2,A9,1,14,9
01_14_10,AC161,hg38,131,136,174,A1,B2,A10,1,14,10
01_14_11,AC161,hg38,22,23,25,A1,B2,A11,1,14,11
01_14_12,AC161,hg38,144,151,200,A1,B2,A12,1,14,12
01_14_13,AC161,hg38,62,63,70,A1,B2,B1,1,14,13
01_14_14,AC161,hg38,22,22,25,A1,B2,B2,1,14,14
01_14_15,AC161,hg38,41,41,48,A1,B2,B3,1,14,15
01_14_16,AC161,hg38,61,62,72,A1,B2,B4,1,14,16
01_14_17,AC161,hg38,16,16,19,A1,B2,B5,1,14,17
01_14_18,AC161,hg38,32,32,38,A1,B2,B6,1,14,18
01_14_19,AC161,hg38,29,32,42,A1,B2,B7,1,14,19
01_14_20,AC161,hg38,23,23,25,A1,B2,B8,1,14,20
01_14_21,AC161,hg38,43,43,48,A1,B2,B9,1,14,21
01_14_22,AC161,hg38,36,36,40,A1,B2,B10,1,14,22
01_14_23,AC161,hg38,39,40,49,A1,B2,B11,1,14,23
01_14_24,AC161,hg38,23,23,26,A1,B2,B12,1,14,24
01_14_25,AC161,hg38,32,33,34,A1,B2,C1,1,14,25
01_14_26,AC161,hg38,40,40,47,A1,B2,C2,1,14,26
01_14_27,AC161,hg38,29,29,35,A1,B2,C3,1,14,27
01_14_28,AC161,hg38,37,39,45,A1,B2,C4,1,14,28
01_14_29,AC161,hg38,37,39,42,A1,B2,C5,1,14,29
01_14_30,AC161,hg38,30,30,34,A1,B2,C6,1,14,30
01_14_31,AC161,hg38,9062,49179,62943,A1,B2,C7,1,14,31
01_14_32,AC161,hg38,20,20,23,A1,B2,C8,1,14,32
01_14_33,AC161,hg38,32,32,39,A1,B2,C9,1,14,33
01_14_34,AC161,hg38,31,32,39,A1,B2,C10,1,14,34
01_14_35,AC161,hg38,28,28,33,A1,B2,C11,1,14,35
01_14_36,AC161,hg38,58,61,78,A1,B2,C12,1,14,36
01_14_37,AC161,hg38,28,28,31,A1,B2,D1,1,14,37
01_14_38,AC161,hg38,20,20,25,A1,B2,D2,1,14,38
01_14_39,AC161,hg38,22,23,27,A1,B2,D3,1,14,39
01_14_40,AC161,hg38,48,49,61,A1,B2,D4,1,14,40
01_14_41,AC161,hg38,36,36,39,A1,B2,D5,1,14,41
01_14_42,AC161,hg38,31,31,41,A1,B2,D6,1,14,42
01_14_43,AC161,hg38,32,32,36,A1,B2,D7,1,14,43
01_14_44,AC161,hg38,44,44,56,A1,B2,D8,1,14,44
01_14_45,AC161,hg38,20,21,26,A1,B2,D9,1,14,45
01_14_46,AC161,hg38,33,33,44,A1,B2,D10,1,14,46
01_14_47,AC161,hg38,33,34,37,A1,B2,D11,1,14,47
01_14_48,AC161,hg38,17,17,20,A1,B2,D12,1,14,48
01_14_49,AC161,hg38,26,26,33,A1,B2,E1,1,14,49
01_14_50,AC161,hg38,26,26,28,A1,B2,E2,1,14,50
01_14_51,AC161,hg38,26,26,32,A1,B2,E3,1,14,51
01_14_52,AC161,hg38,38,38,41,A1,B2,E4,1,14,52
01_14_53,AC161,hg38,30,30,39,A1,B2,E5,1,14,53
01_14_54,AC161,hg38,48,48,56,A1,B2,E6,1,14,54
01_14_55,AC161,hg38,32,33,37,A1,B2,E7,1,14,55
01_14_56,AC161,hg38,234,257,333,A1,B2,E8,1,14,56
01_14_57,AC161,hg38,24,24,26,A1,B2,E9,1,14,57
01_14_58,AC161,hg38,31,33,39,A1,B2,E10,1,14,58
01_14_59,AC161,hg38,25,26,28,A1,B2,E11,1,14,59
01_14_60,AC161,hg38,26,26,35,A1,B2,E12,1,14,60
01_14_61,AC161,hg38,17,17,17,A1,B2,F1,1,14,61
01_14_62,AC161,hg38,15,15,16,A1,B2,F2,1,14,62
01_14_63,AC161,hg38,20,20,26,A1,B2,F3,1,14,63
01_14_64,AC161,hg38,27,28,36,A1,B2,F4,1,14,64
01_14_65,AC161,hg38,37,37,38,A1,B2,F5,1,14,65
01_14_66,AC161,hg38,29,29,32,A1,B2,F6,1,14,66
01_14_68,AC161,hg38,145,152,190,A1,B2,F8,1,14,68
01_14_69,AC161,hg38,108,114,146,A1,B2,F9,1,14,69
01_14_70,AC161,hg38,191,202,248,A1,B2,F10,1,14,70
01_14_71,AC161,hg38,32,32,41,A1,B2,F11,1,14,71
01_14_72,AC161,hg38,16,16,23,A1,B2,F12,1,14,72
01_14_73,AC161,hg38,10406,72586,93195,A1,B2,G1,1,14,73
01_14_74,AC161,hg38,24,24,34,A1,B2,G2,1,14,74
01_14_75,AC161,hg38,31,31,42,A1,B2,G3,1,14,75
01_14_76,AC161,hg38,29,29,39,A1,B2,G4,1,14,76
01_14_77,AC161,hg38,20,20,22,A1,B2,G5,1,14,77
01_14_78,AC161,hg38,23,23,25,A1,B2,G6,1,14,78
01_14_79,AC161,hg38,33,36,45,A1,B2,G7,1,14,79
01_14_80,AC161,hg38,16,16,23,A1,B2,G8,1,14,80
01_14_81,AC161,hg38,33,33,40,A1,B2,G9,1,14,81
01_14_82,AC161,hg38,18,18,19,A1,B2,G10,1,14,82
01_14_83,AC161,hg38,165,171,213,A1,B2,G11,1,14,83
01_14_84,AC161,hg38,40,42,50,A1,B2,G12,1,14,84
01_14_85,AC161,hg38,76,78,94,A1,B2,H1,1,14,85
01_14_86,AC161,hg38,30,30,32,A1,B2,H2,1,14,86
01_14_87,AC161,hg38,32,36,44,A1,B2,H3,1,14,87
01_14_88,AC161,hg38,12,13,16,A1,B2,H4,1,14,88
01_14_89,AC161,hg38,35,36,39,A1,B2,H5,1,14,89
01_14_90,AC161,hg38,10,10,14,A1,B2,H6,1,14,90
01_15_05,AC161,hg38,71,74,95,A1,B3,A5,1,15,5
01_15_08,AC161,hg38,134,137,164,A1,B3,A8,1,15,8
01_15_12,AC161,hg38,70,73,90,A1,B3,A12,1,15,12
01_15_39,AC161,hg38,32,32,48,A1,B3,D3,1,15,39
01_15_49,AC161,hg38,44,47,56,A1,B3,E1,1,15,49
01_15_54,AC161,hg38,57,58,75,A1,B3,E6,1,15,54
01_15_65,AC161,hg38,71,72,88,A1,B3,F5,1,15,65
01_15_71,AC161,hg38,31,31,41,A1,B3,F11,1,15,71
01_16_14,AC161,hg38,96,96,125,A1,B4,B2,1,16,14
01_16_15,AC161,hg38,25,25,29,A1,B4,B3,1,16,15
01_16_16,AC161,hg38,12,12,14,A1,B4,B4,1,16,16
01_16_17,AC161,hg38,14,14,17,A1,B4,B5,1,16,17
01_16_23,AC161,hg38,13,13,18,A1,B4,B11,1,16,23
01_16_24,AC161,hg38,10,10,11,A1,B4,B12,1,16,24
01_16_27,AC161,hg38,15,15,16,A1,B4,C3,1,16,27
01_16_28,AC161,hg38,10,10,13,A1,B4,C4,1,16,28
01_16_30,AC161,hg38,51,53,75,A1,B4,C6,1,16,30
01_16_31,AC161,hg38,347,369,475,A1,B4,C7,1,16,31
01_16_32,AC161,hg38,10,10,12,A1,B4,C8,1,16,32
01_16_33,AC161,hg38,9,10,11,A1,B4,C9,1,16,33
01_16_34,AC161,hg38,282,299,370,A1,B4,C10,1,16,34
01_16_46,AC161,hg38,11,11,16,A1,B4,D10,1,16,46
01_16_47,AC161,hg38,10,10,12,A1,B4,D11,1,16,47
01_16_50,AC161,hg38,16,16,22,A1,B4,E2,1,16,50
01_16_75,AC161,hg38,14,14,18,A1,B4,G3,1,16,75
01_16_76,AC161,hg38,11,11,12,A1,B4,G4,1,16,76
01_16_81,AC161,hg38,10,10,16,A1,B4,G9,1,16,81
01_16_90,AC161,hg38,131,135,163,A1,B4,H6,1,16,90
01_17_06,AC161,hg38,40,40,49,A1,B5,A6,1,17,6
01_17_08,AC161,hg38,35,35,43,A1,B5,A8,1,17,8
01_17_14,AC161,hg38,12,12,16,A1,B5,B2,1,17,14
01_17_19,AC161,hg38,200,210,273,A1,B5,B7,1,17,19
01_17_22,AC161,hg38,55,56,76,A1,B5,B10,1,17,22
01_17_34,AC161,hg38,127,130,161,A1,B5,C10,1,17,34
01_17_43,AC161,hg38,463,501,639,A1,B5,D7,1,17,43
01_17_44,AC161,hg38,64,65,81,A1,B5,D8,1,17,44
01_17_61,AC161,hg38,14,14,20,A1,B5,F1,1,17,61
01_17_85,AC161,hg38,380,407,505,A1,B5,H1,1,17,85
01_18_04,AC161,hg38,10,10,15,A1,B6,A4,1,18,4
01_18_05,AC161,hg38,21,21,23,A1,B6,A5,1,18,5
01_18_10,AC161,hg38,60,61,71,A1,B6,A10,1,18,10
01_18_17,AC161,hg38,15,15,18,A1,B6,B5,1,18,17
01_18_18,AC161,hg38,14,14,18,A1,B6,B6,1,18,18
01_18_22,AC161,hg38,15,15,20,A1,B6,B10,1,18,22
01_18_23,AC161,hg38,142,150,193,A1,B6,B11,1,18,23
01_18_24,AC161,hg38,12,12,16,A1,B6,B12,1,18,24
01_18_28,AC161,hg38,9,10,10,A1,B6,C4,1,18,28
01_18_29,AC161,hg38,189,202,241,A1,B6,C5,1,18,29
01_18_30,AC161,hg38,14,14,15,A1,B6,C6,1,18,30
01_18_31,AC161,hg38,176,182,219,A1,B6,C7,1,18,31
01_18_34,AC161,hg38,11,11,12,A1,B6,C10,1,18,34
01_18_35,AC161,hg38,254,262,325,A1,B6,C11,1,18,35
01_18_40,AC161,hg38,11,11,16,A1,B6,D4,1,18,40
01_18_42,AC161,hg38,10,10,14,A1,B6,D6,1,18,42
01_18_46,AC161,hg38,11,11,14,A1,B6,D10,1,18,46
01_18_47,AC161,hg38,12,13,18,A1,B6,D11,1,18,47
01_18_51,AC161,hg38,11,11,13,A1,B6,E3,1,18,51
01_18_56,AC161,hg38,10,10,14,A1,B6,E8,1,18,56
01_18_63,AC161,hg38,10,10,14,A1,B6,F3,1,18,63
01_18_77,AC161,hg38,11,11,15,A1,B6,G5,1,18,77
01_18_78,AC161,hg38,15,15,22,A1,B6,G6,1,18,78
01_18_87,AC161,hg38,10,10,13,A1,B6,H3,1,18,87
01_18_89,AC161,hg38,12,12,15,A1,B6,H5,1,18,89
01_19_01,AC161,hg38,62,64,87,A1,B7,A1,1,19,1
01_19_05,AC161,hg38,117,120,153,A1,B7,A5,1,19,5
01_19_09,AC161,hg38,52,53,61,A1,B7,A9,1,19,9
01_19_40,AC161,hg38,127,128,160,A1,B7,D4,1,19,40
01_19_44,AC161,hg38,216,226,276,A1,B7,D8,1,19,44
01_19_53,AC161,hg38,131,136,162,A1,B7,E5,1,19,53
01_19_78,AC161,hg38,92,92,112,A1,B7,G6,1,19,78
01_19_82,AC161,hg38,39,39,43,A1,B7,G10,1,19,82
01_20_28,AC161,hg38,59,59,78,A1,B8,C4,1,20,28
01_20_32,AC161,hg38,54,58,68,A1,B8,C8,1,20,32
01_20_39,AC161,hg38,162,172,204,A1,B8,D3,1,20,39
01_20_49,AC161,hg38,69,69,87,A1,B8,E1,1,20,49
01_20_56,AC161,hg38,126,130,160,A1,B8,E8,1,20,56
01_20_70,AC161,hg38,36,38,46,A1,B8,F10,1,20,70
01_20_71,AC161,hg38,224,245,322,A1,B8,F11,1,20,71
01_20_75,AC161,hg38,247,262,330,A1,B8,G3,1,20,75
01_20_77,AC161,hg38,55,56,65,A1,B8,G5,1,20,77
01_20_78,AC161,hg38,62,62,79,A1,B8,G6,1,20,78
01_20_82,AC161,hg38,74,74,95,A1,B8,G10,1,20,82
01_21_01,AC161,hg38,11,11,14,A1,B9,A1,1,21,1
01_21_06,AC161,hg38,12,12,16,A1,B9,A6,1,21,6
01_21_08,AC161,hg38,259,275,351,A1,B9,A8,1,21,8
01_21_13,AC161,hg38,16,17,22,A1,B9,B1,1,21,13
01_21_15,AC161,hg38,10,10,12,A1,B9,B3,1,21,15
01_21_16,AC161,hg38,12,13,15,A1,B9,B4,1,21,16
01_21_20,AC161,hg38,28,29,32,A1,B9,B8,1,21,20
01_21_25,AC161,hg38,61,62,73,A1,B9,C1,1,21,25
01_21_27,AC161,hg38,11,11,16,A1,B9,C3,1,21,27
01_21_32,AC161,hg38,277,292,372,A1,B9,C8,1,21,32
01_21_33,AC161,hg38,10,10,15,A1,B9,C9,1,21,33
01_21_34,AC161,hg38,10,10,12,A1,B9,C10,1,21,34
01_21_37,AC161,hg38,12,12,15,A1,B9,D1,1,21,37
01_21_40,AC161,hg38,55,58,70,A1,B9,D4,1,21,40
01_21_43,AC161,hg38,44,44,58,A1,B9,D7,1,21,43
01_21_44,AC161,hg38,96,96,129,A1,B9,D8,1,21,44
01_21_47,AC161,hg38,107,113,145,A1,B9,D11,1,21,47
01_21_52,AC161,hg38,11,11,12,A1,B9,E4,1,21,52
01_21_54,AC161,hg38,15,15,16,A1,B9,E6,1,21,54
01_21_65,AC161,hg38,7368,30266,38900,A1,B9,F5,1,21,65
01_21_69,AC161,hg38,230,248,321,A1,B9,F9,1,21,69
01_21_76,AC161,hg38,12,12,13,A1,B9,G4,1,21,76
01_21_81,AC161,hg38,328,354,441,A1,B9,G9,1,21,81
01_21_83,AC161,hg38,70,73,91,A1,B9,G11,1,21,83
01_21_85,AC161,hg38,101,105,136,A1,B9,H1,1,21,85
01_22_01,AC161,hg38,16,16,21,A1,B10,A1,1,22,1
01_22_03,AC161,hg38,11,11,14,A1,B10,A3,1,22,3
01_22_04,AC161,hg38,12,12,13,A1,B10,A4,1,22,4
01_22_05,AC161,hg38,22,22,29,A1,B10,A5,1,22,5
01_22_06,AC161,hg38,17,17,18,A1,B10,A6,1,22,6
01_22_07,AC161,hg38,14,14,16,A1,B10,A7,1,22,7
01_22_09,AC161,hg38,12,14,18,A1,B10,A9,1,22,9
01_22_10,AC161,hg38,13,13,17,A1,B10,A10,1,22,10
01_22_11,AC161,hg38,305,341,444,A1,B10,A11,1,22,11
01_22_13,AC161,hg38,60,61,73,A1,B10,B1,1,22,13
01_22_14,AC161,hg38,11,11,12,A1,B10,B2,1,22,14
01_22_15,AC161,hg38,90,92,113,A1,B10,B3,1,22,15
01_22_16,AC161,hg38,11,11,13,A1,B10,B4,1,22,16
01_22_17,AC161,hg38,10,10,14,A1,B10,B5,1,22,17
01_22_18,AC161,hg38,14,14,14,A1,B10,B6,1,22,18
01_22_19,AC161,hg38,20,20,23,A1,B10,B7,1,22,19
01_22_21,AC161,hg38,14,14,16,A1,B10,B9,1,22,21
01_22_22,AC161,hg38,20,20,21,A1,B10,B10,1,22,22
01_22_23,AC161,hg38,13,13,15,A1,B10,B11,1,22,23
01_22_24,AC161,hg38,11,11,14,A1,B10,B12,1,22,24
01_22_25,AC161,hg38,15,15,17,A1,B10,C1,1,22,25
01_22_27,AC161,hg38,10,10,12,A1,B10,C3,1,22,27
01_22_29,AC161,hg38,11,11,16,A1,B10,C5,1,22,29
01_22_31,AC161,hg38,20,21,25,A1,B10,C7,1,22,31
01_22_32,AC161,hg38,13,13,19,A1,B10,C8,1,22,32
01_22_33,AC161,hg38,43,44,59,A1,B10,C9,1,22,33
01_22_35,AC161,hg38,14,14,15,A1,B10,C11,1,22,35
01_22_36,AC161,hg38,13,13,20,A1,B10,C12,1,22,36
01_22_38,AC161,hg38,13,13,16,A1,B10,D2,1,22,38
01_22_39,AC161,hg38,119,125,156,A1,B10,D3,1,22,39
01_22_40,AC161,hg38,22,22,25,A1,B10,D4,1,22,40
01_22_41,AC161,hg38,17,17,21,A1,B10,D5,1,22,41
01_22_42,AC161,hg38,16,16,16,A1,B10,D6,1,22,42
01_22_44,AC161,hg38,12,12,14,A1,B10,D8,1,22,44
01_22_45,AC161,hg38,11,12,13,A1,B10,D9,1,22,45
01_22_46,AC161,hg38,11,11,20,A1,B10,D10,1,22,46
01_22_47,AC161,hg38,108,113,138,A1,B10,D11,1,22,47
01_22_49,AC161,hg38,26,26,29,A1,B10,E1,1,22,49
01_22_50,AC161,hg38,15,16,17,A1,B10,E2,1,22,50
01_22_51,AC161,hg38,13,14,18,A1,B10,E3,1,22,51
01_22_52,AC161,hg38,345,364,445,A1,B10,E4,1,22,52
01_22_53,AC161,hg38,15,15,18,A1,B10,E5,1,22,53
01_22_54,AC161,hg38,12,12,15,A1,B10,E6,1,22,54
01_22_56,AC161,hg38,10,10,11,A1,B10,E8,1,22,56
01_22_58,AC161,hg38,14,14,14,A1,B10,E10,1,22,58
01_22_59,AC161,hg38,34,34,40,A1,B10,E11,1,22,59
01_22_63,AC161,hg38,129,132,168,A1,B10,F3,1,22,63
01_22_64,AC161,hg38,13,13,14,A1,B10,F4,1,22,64
01_22_65,AC161,hg38,68,68,85,A1,B10,F5,1,22,65
01_22_66,AC161,hg38,13,13,14,A1,B10,F6,1,22,66
01_22_67,AC161,hg38,67,69,81,A1,B10,F7,1,22,67
01_22_68,AC161,hg38,13,13,17,A1,B10,F8,1,22,68
01_22_69,AC161,hg38,13,13,15,A1,B10,F9,1,22,69
01_22_70,AC161,hg38,31,31,35,A1,B10,F10,1,22,70
01_22_71,AC161,hg38,12,12,12,A1,B10,F11,1,22,71
01_22_73,AC161,hg38,15,15,21,A1,B10,G1,1,22,73
01_22_74,AC161,hg38,9090,48445,63181,A1,B10,G2,1,22,74
01_22_78,AC161,hg38,14,15,21,A1,B10,G6,1,22,78
01_22_79,AC161,hg38,16,16,20,A1,B10,G7,1,22,79
01_22_81,AC161,hg38,14,14,17,A1,B10,G9,1,22,81
01_22_82,AC161,hg38,18,19,23,A1,B10,G10,1,22,82
01_22_84,AC161,hg38,18,19,24,A1,B10,G12,1,22,84
01_22_85,AC161,hg38,16,16,22,A1,B10,H1,1,22,85
01_22_86,AC161,hg38,11,11,12,A1,B10,H2,1,22,86
01_22_87,AC161,hg38,18,18,22,A1,B10,H3,1,22,87
01_22_89,AC161,hg38,16,17,23,A1,B10,H5,1,22,89
01_23_04,AC161,hg38,182,205,255,A1,B11,A4,1,23,4
01_23_06,AC161,hg38,13,13,16,A1,B11,A6,1,23,6
01_23_07,AC161,hg38,12,12,14,A1,B11,A7,1,23,7
01_23_12,AC161,hg38,67,68,89,A1,B11,A12,1,23,12
01_23_14,AC161,hg38,19,19,23,A1,B11,B2,1,23,14
01_23_23,AC161,hg38,10,10,12,A1,B11,B11,1,23,23
01_23_24,AC161,hg38,22,23,33,A1,B11,B12,1,23,24
01_23_25,AC161,hg38,125,130,159,A1,B11,C1,1,23,25
01_23_38,AC161,hg38,46,47,57,A1,B11,D2,1,23,38
01_23_52,AC161,hg38,387,418,533,A1,B11,E4,1,23,52
01_23_64,AC161,hg38,483,524,650,A1,B11,F4,1,23,64
01_23_72,AC161,hg38,118,121,158,A1,B11,F12,1,23,72
01_23_85,AC161,hg38,109,109,142,A1,B11,H1,1,23,85
01_23_86,AC161,hg38,12,12,13,A1,B11,H2,1,23,86
01_24_01,AC161,hg38,14,14,18,A1,B12,A1,1,24,1
01_24_05,AC161,hg38,15,15,25,A1,B12,A5,1,24,5
01_24_06,AC161,hg38,17,17,25,A1,B12,A6,1,24,6
01_24_07,AC161,hg38,14,14,18,A1,B12,A7,1,24,7
01_24_08,AC161,hg38,13,13,16,A1,B12,A8,1,24,8
01_24_10,AC161,hg38,16,16,17,A1,B12,A10,1,24,10
01_24_11,AC161,hg38,217,230,298,A1,B12,A11,1,24,11
01_24_13,AC161,hg38,23,23,24,A1,B12,B1,1,24,13
01_24_14,AC161,hg38,12,12,16,A1,B12,B2,1,24,14
01_24_15,AC161,hg38,10,10,11,A1,B12,B3,1,24,15
01_24_16,AC161,hg38,103,106,129,A1,B12,B4,1,24,16
01_24_18,AC161,hg38,12,12,16,A1,B12,B6,1,24,18
01_24_19,AC161,hg38,13,14,17,A1,B12,B7,1,24,19
01_24_20,AC161,hg38,12,12,18,A1,B12,B8,1,24,20
01_24_21,AC161,hg38,10,10,11,A1,B12,B9,1,24,21
01_24_22,AC161,hg38,12,12,16,A1,B12,B10,1,24,22
01_24_23,AC161,hg38,10,10,12,A1,B12,B11,1,24,23
01_24_24,AC161,hg38,10,10,11,A1,B12,B12,1,24,24
01_24_25,AC161,hg38,23,24,30,A1,B12,C1,1,24,25
01_24_27,AC161,hg38,9,10,10,A1,B12,C3,1,24,27
01_24_28,AC161,hg38,129,130,164,A1,B12,C4,1,24,28
01_24_30,AC161,hg38,11,11,14,A1,B12,C6,1,24,30
01_24_32,AC161,hg38,14,14,19,A1,B12,C8,1,24,32
01_24_33,AC161,hg38,13,13,15,A1,B12,C9,1,24,33
01_24_34,AC161,hg38,94,104,123,A1,B12,C10,1,24,34
01_24_35,AC161,hg38,14,14,18,A1,B12,C11,1,24,35
01_24_38,AC161,hg38,14,14,15,A1,B12,D2,1,24,38
01_24_39,AC161,hg38,12,12,14,A1,B12,D3,1,24,39
01_24_40,AC161,hg38,13,13,16,A1,B12,D4,1,24,40
01_24_42,AC161,hg38,15,15,18,A1,B12,D6,1,24,42
01_24_44,AC161,hg38,21,21,28,A1,B12,D8,1,24,44
01_24_46,AC161,hg38,13,13,15,A1,B12,D10,1,24,46
01_24_48,AC161,hg38,12,12,12,A1,B12,D12,1,24,48
01_24_51,AC161,hg38,78,81,99,A1,B12,E3,1,24,51
01_24_52,AC161,hg38,22,23,27,A1,B12,E4,1,24,52
01_24_53,AC161,hg38,16,17,20,A1,B12,E5,1,24,53
01_24_54,AC161,hg38,13,13,13,A1,B12,E6,1,24,54
01_24_55,AC161,hg38,14,15,16,A1,B12,E7,1,24,55
01_24_56,AC161,hg38,11,11,12,A1,B12,E8,1,24,56
01_24_57,AC161,hg38,11,11,12,A1,B12,E9,1,24,57
01_24_58,AC161,hg38,17,17,22,A1,B12,E10,1,24,58
01_24_59,AC161,hg38,13,13,17,A1,B12,E11,1,24,59
01_24_62,AC161,hg38,21,21,27,A1,B12,F2,1,24,62
01_24_63,AC161,hg38,11,11,15,A1,B12,F3,1,24,63
01_24_65,AC161,hg38,10,10,16,A1,B12,F5,1,24,65
01_24_66,AC161,hg38,14,14,20,A1,B12,F6,1,24,66
01_24_69,AC161,hg38,148,152,204,A1,B12,F9,1,24,69
01_24_70,AC161,hg38,13,13,17,A1,B12,F10,1,24,70
01_24_71,AC161,hg38,16,16,21,A1,B12,F11,1,24,71
01_24_73,AC161,hg38,18,18,25,A1,B12,G1,1,24,73
01_24_74,AC161,hg38,41,43,51,A1,B12,G2,1,24,74
01_24_75,AC161,hg38,15,15,15,A1,B12,G3,1,24,75
01_24_76,AC161,hg38,11,11,18,A1,B12,G4,1,24,76
01_24_77,AC161,hg38,18,18,24,A1,B12,G5,1,24,77
01_24_78,AC161,hg38,15,15,20,A1,B12,G6,1,24,78
01_24_79,AC161,hg38,13,14,16,A1,B12,G7,1,24,79
01_24_81,AC161,hg38,12,12,15,A1,B12,G9,1,24,81
01_24_82,AC161,hg38,94,97,129,A1,B12,G10,1,24,82
01_24_83,AC161,hg38,10,10,14,A1,B12,G11,1,24,83
01_24_84,AC161,hg38,15,16,17,A1,B12,G12,1,24,84
01_24_85,AC161,hg38,18,19,24,A1,B12,H1,1,24,85
01_24_86,AC161,hg38,20,20,26,A1,B12,H2,1,24,86
01_24_87,AC161,hg38,14,14,18,A1,B12,H3,1,24,87
01_24_88,AC161,hg38,8277,38318,49400,A1,B12,H4,1,24,88
01_24_89,AC161,hg38,88,91,111,A1,B12,H5,1,24,89
01_25_01,AC161,hg38,14,15,17,A1,C1,A1,1,25,1
01_25_03,AC161,hg38,13,13,17,A1,C1,A3,1,25,3
01_25_05,AC161,hg38,21,21,27,A1,C1,A5,1,25,5
01_25_06,AC161,hg38,17,18,24,A1,C1,A6,1,25,6
01_25_07,AC161,hg38,20,20,28,A1,C1,A7,1,25,7
01_25_08,AC161,hg38,10,10,12,A1,C1,A8,1,25,8
01_25_09,AC161,hg38,26,26,32,A1,C1,A9,1,25,9
01_25_10,AC161,hg38,17,17,25,A1,C1,A10,1,25,10
01_25_11,AC161,hg38,18,18,23,A1,C1,A11,1,25,11
01_25_12,AC161,hg38,13,13,14,A1,C1,A12,1,25,12
01_25_13,AC161,hg38,41,41,55,A1,C1,B1,1,25,13
